id,invoice_number,po_id,supplier_id,lender_id,amount,invoice_date,due_date,description,invoice_fingerprint,status,is_fraudulent,fraud_type
891,INV-202511-000891,990.0,70,7,1993195.33,2025-11-22,2025-12-22,Virtual next generation toolset,d12e3cb6d1deac22f749f7fb550279e1,paid,False,
892,INV-202504-000892,991.0,70,2,973759.98,2025-04-17,2025-05-17,Open-architected responsive support,96bab59f394d133c3895a32ba40bc3dd,approved,False,
893,INV-202509-000893,992.0,70,7,1645310.14,2025-09-02,2025-10-02,Self-enabling asymmetric installation,ac8a5d07c89b0ee64429ce67d7017270,paid,False,
894,INV-202512-000894,993.0,70,5,1972689.73,2025-12-15,2026-01-14,Sharable attitude-oriented functionalities,cf03b8ba621fb04ac8e62d3ac35ea556,approved,False,
895,INV-202508-000895,994.0,82,6,968006.69,2025-08-24,2025-09-23,Automated modular secured line,098106727039085ac220b3e98c4f436d,approved,False,
896,INV-202602-000896,995.0,82,7,1006807.84,2026-02-14,2026-03-16,Adaptive bandwidth-monitored parallelism,742bf8e410bbe2bf43337d6f9501f6ae,paid,False,
897,INV-202507-000897,996.0,82,2,2383606.04,2025-07-29,2025-08-28,Seamless 24/7 secured line,cc6be9edd5c800cb4ab1f1689e79b0bd,paid,False,
898,INV-202509-000898,997.0,82,3,982672.47,2025-09-29,2025-10-29,Organic executive emulation,888fc6927c1dad0c11dce5a40d381e4f,approved,False,
899,INV-202603-000899,998.0,82,7,2021225.82,2026-03-01,2026-03-31,Enterprise-wide optimal focus group,e59b71f54d7f25e74763a1ee83409499,approved,False,
900,INV-202512-000900,999.0,82,4,592989.75,2025-12-24,2026-01-23,Up-sized user-facing flexibility,39e04a75154fbbecbeed4e5fa54d8a1a,approved,False,
901,INV-202507-000901,1000.0,82,1,1276289.24,2025-07-04,2025-08-03,Upgradable context-sensitive approach,b37b9bf4518377435247ae2566c03bd5,paid,False,
902,INV-202602-000902,1001.0,82,8,2105449.77,2026-02-16,2026-03-18,Stand-alone interactive service-desk,6d52cc7c12824e77d387c7740b17074a,approved,False,
903,INV-202506-000903,1002.0,82,7,1482574.1,2025-06-29,2025-07-29,Focused 24hour task-force,83aee6ded9172c8b724a6b29b50904bf,approved,True,dilution
904,INV-202511-000904,1003.0,82,7,1772543.56,2025-11-21,2025-12-21,Networked needs-based standardization,80e3e42bba71d744fd149eec5e85e185,approved,False,
905,INV-202601-000905,1004.0,71,5,988251.81,2026-01-14,2026-02-13,Advanced impactful Local Area Network,de087b1d77aa9c37f6ebc48f28c99a4c,approved,False,
906,INV-202508-000906,1006.0,71,4,1809068.71,2025-08-05,2025-09-04,Persistent bifurcated pricing structure,335b020a7cd9dee5f50c746a1d4b92d3,paid,False,
907,INV-202510-000907,1007.0,71,4,2060382.55,2025-10-18,2025-11-17,Adaptive object-oriented implementation,20d245debdbf109873c7b93ef2b6a1f7,approved,False,
908,INV-202601-000908,1009.0,85,2,1671259.21,2026-01-18,2026-02-17,Optional foreground ability,4d05a397556e45f7bf067b986649cf47,approved,False,
909,INV-202508-000909,1010.0,85,1,1888528.31,2025-08-17,2025-09-16,Phased actuating encryption,2e2e16885e3c941473cf6b554115aceb,approved,False,
910,INV-202511-000910,1011.0,85,8,2659847.13,2025-11-25,2025-12-25,Persevering multimedia collaboration,79162e186821778f6229066ffc11444c,approved,False,
911,INV-202508-000911,1012.0,85,5,1647119.5,2025-08-04,2025-09-03,Synergized needs-based initiative,59df9421ebe2ca8b8a00cdc010919f36,approved,False,
912,INV-202512-000912,1013.0,85,2,787185.87,2025-12-22,2026-01-21,Innovative bi-directional superstructure,55ac76f4a4eb9b707c80c5122e548592,approved,False,
913,INV-202510-000913,1014.0,85,3,1251089.69,2025-10-05,2025-11-04,Object-based radical framework,41deb1cb6e43bbb6361445b50fe9cf1c,approved,False,
914,INV-202508-000914,1015.0,85,3,2770255.28,2025-08-04,2025-09-03,Diverse actuating system engine,3122af6568ed364d1a289ebb80c8c95b,approved,False,
915,INV-202511-000915,1016.0,48,2,2121146.51,2025-11-05,2025-12-05,User-friendly scalable flexibility,090e11e8257c039bc36ee68432bf2462,approved,False,
916,INV-202510-000916,1017.0,48,3,570190.2,2025-10-09,2025-11-08,Configurable needs-based hierarchy,3bce60ddb25a6d5044178a36404d7f87,paid,False,
917,INV-202601-000917,1018.0,48,6,2469690.55,2026-01-26,2026-02-25,Realigned discrete Local Area Network,b8a18ab9d5c913ad039f3140e92b7ecc,approved,False,
918,INV-202507-000918,1019.0,48,4,538198.95,2025-07-16,2025-08-15,Reverse-engineered systemic initiative,61592a05ead7eff8d393790952a6efd4,approved,False,
919,INV-202505-000919,1020.0,48,5,1730242.11,2025-05-05,2025-06-04,Reactive tangible projection,db886640b592f190ac1e71ac089509fc,paid,False,
920,INV-202601-000920,1021.0,70,1,540681.21,2026-01-16,2026-02-15,Re-engineered multi-tasking attitude,f552f4a7c21b6f41f5ecfb839126e84e,approved,False,
921,INV-202511-000921,1022.0,70,3,1573840.04,2025-11-02,2025-12-02,Cross-group heuristic product,0ec3f3f9e76688652607813f34c29069,approved,False,
922,INV-202511-000922,1023.0,70,6,463716.35,2025-11-26,2025-12-26,Operative eco-centric alliance,f4b430f66d16cce87c213f45a74579ad,paid,False,
923,INV-202603-000923,1024.0,70,8,1904154.74,2026-03-14,2026-04-13,Expanded tertiary budgetary management,de2ad54c173e1932a966cc09559bc22f,approved,False,
924,INV-202508-000924,1025.0,70,3,565665.66,2025-08-31,2025-09-30,Robust local instruction set,d6532d428adf929e6dbc157593f12206,paid,False,
925,INV-202505-000925,1026.0,66,7,1302671.15,2025-05-29,2025-06-28,Multi-lateral motivating installation,85079d9e6e3df69d2f500beb16668387,approved,False,
926,INV-202506-000926,1027.0,66,8,1835087.59,2025-06-05,2025-07-05,Seamless dedicated hardware,61688be8d8328f05f084ee1fc9cf4647,approved,False,
927,INV-202506-000927,1028.0,66,8,5172957.82,2025-06-21,2025-07-21,Balanced asynchronous time-frame,87187e78d990062726d961c39fc3f1da,paid,False,
928,INV-202512-000928,1029.0,66,7,1243469.55,2025-12-15,2026-01-14,Sharable mission-critical monitoring,01c57b31b18107d2aee9c916aec38c3f,approved,False,
929,INV-202503-000929,1030.0,66,8,2550562.71,2025-03-20,2025-04-19,Sharable optimizing website,56856dd420708a8428ca2bfcf3d033c3,approved,False,
930,INV-202505-000930,1031.0,66,6,1495627.91,2025-05-17,2025-06-16,Open-architected motivating alliance,5e3a10d4320dc6ae71162222d48359a3,approved,False,
931,INV-202603-000931,1032.0,67,7,174049.46,2026-03-09,2026-04-08,Adaptive fresh-thinking customer loyalty,c73139925b1cf6ed17fe95e8372ca357,approved,False,
932,INV-202506-000932,1033.0,67,8,70724.54,2025-06-19,2025-07-19,Mandatory high-level project,bb123e92c5713e4a1e9de303446e7ad6,approved,False,
933,INV-202508-000933,1034.0,67,3,90581.78,2025-08-23,2025-09-22,Multi-tiered 6thgeneration task-force,46e36c7cf4c89dfa25757acb6dbe7601,paid,False,
934,INV-202602-000934,1035.0,67,3,211325.31,2026-02-13,2026-03-15,Persistent bifurcated artificial intelligence,2dc60c795405147465e393cac79a3a3c,approved,False,
935,INV-202509-000935,1036.0,67,4,127834.91,2025-09-04,2025-10-04,Implemented multimedia strategy,44daddc5597b8bba76ea6e0af26535b7,paid,False,
936,INV-202507-000936,1037.0,67,8,137664.23,2025-07-13,2025-08-12,Digitized content-based process improvement,f332c8d381ac98d51233cd3b4dca9982,approved,False,
937,INV-202509-000937,1038.0,67,7,302326.26,2025-09-07,2025-10-07,Exclusive logistical Local Area Network,86baa951dce8773abfe33ff5ffba8d19,approved,False,
938,INV-202507-000938,1039.0,67,2,210467.21,2025-07-20,2025-08-19,Exclusive directional archive,1e25fb2735039458932698110bc73c61,approved,False,
939,INV-202510-000939,1040.0,67,7,83530.75,2025-10-27,2025-11-26,Reduced fresh-thinking solution,09a3d2e2f2a6ffb434fd526042bc86fa,approved,False,
940,INV-202601-000940,1041.0,67,8,146690.33,2026-01-05,2026-02-04,Polarized national workforce,720ea6dc050e7f257779cfa4f10c93bd,approved,False,
941,INV-202505-000941,1043.0,87,6,326236.57,2025-05-05,2025-06-04,Sharable composite neural-net,2ad899128752b6b4a8fb01c6c07d114f,approved,False,
942,INV-202602-000942,1044.0,87,3,245391.22,2026-02-19,2026-03-21,Team-oriented disintermediate complexity,1c48d048b12406abc12eef8a98d3cbd6,approved,False,
943,INV-202507-000943,1046.0,87,5,212294.81,2025-07-06,2025-08-05,Synchronized modular structure,b30308cab4a24e3ac04e8f4368b402f0,approved,False,
944,INV-202508-000944,1047.0,87,6,232597.46,2025-08-12,2025-09-11,Robust systematic toolset,ed53034a70e49f6a2c13374a39e0f777,approved,False,
945,INV-202512-000945,1048.0,87,8,281230.12,2025-12-13,2026-01-12,Enhanced fault-tolerant customer loyalty,1f74cbd9fe562af071b04a758bb5f12d,approved,False,
946,INV-202509-000946,1049.0,87,1,364805.09,2025-09-03,2025-10-03,Enhanced systematic hardware,450fd67b14a9c9f0c02fd9ed85254b5f,paid,False,
947,INV-202505-000947,1050.0,87,8,96697.91,2025-05-26,2025-06-25,Assimilated empowering framework,4fd88db6b384ca1b4d701cd33f27f7c8,approved,False,
948,INV-202512-000948,1051.0,87,2,285760.09,2025-12-21,2026-01-20,Proactive heuristic toolset,600d33c3ba3e9f2087cfa06d739732b1,approved,False,
949,INV-202603-000949,1053.0,76,8,2463357.91,2026-03-11,2026-04-10,Front-line optimizing data-warehouse,23a2f6e2a2fae98325a12c2cc32c8074,approved,False,
950,INV-202601-000950,1054.0,76,4,1872075.38,2026-01-05,2026-02-04,Implemented grid-enabled matrix,b80733a11d00ab0e9d67f8f2e99d4f6d,approved,False,
951,INV-202602-000951,1055.0,76,4,1016497.61,2026-02-11,2026-03-13,Profit-focused solution-oriented help-desk,f6500ae6de56830946dc4d8df78bf001,approved,False,
952,INV-202509-000952,1056.0,44,3,245152.62,2025-09-22,2025-10-22,Cloned incremental methodology,49b06b31ba335c8aba5b634b586c19d0,approved,False,
953,INV-202511-000953,1057.0,44,3,382808.4,2025-11-21,2025-12-21,Triple-buffered fault-tolerant conglomeration,af031cc3f6f54ec10480a0d6d6f5d48a,approved,False,
954,INV-202511-000954,1058.0,44,4,291686.3,2025-11-19,2025-12-19,Operative clear-thinking encryption,44b224c6dcc4007d4dc6142048a1af34,approved,False,
955,INV-202507-000955,1060.0,44,8,788125.82,2025-07-12,2025-08-11,Upgradable actuating Graphical User Interface,e5245a1305c4830904d80908c7beb80c,approved,False,
956,INV-202509-000956,1061.0,44,3,659705.84,2025-09-16,2025-10-16,Configurable dedicated middleware,c09c7eeadbd42308092e0996c1283c7e,paid,False,
957,INV-202601-000957,1062.0,44,6,911583.8,2026-01-01,2026-01-31,Future-proofed national productivity,61b31e61702ab3ba6fdd50fed43a9e60,paid,False,
958,INV-202511-000958,1063.0,44,8,456704.75,2025-11-17,2025-12-17,Devolved mission-critical encryption,3f926cee4663bbefaf39354b552c6426,approved,False,
959,INV-202601-000959,1064.0,44,6,774398.93,2026-01-21,2026-02-20,Decentralized value-added open architecture,fac7f1c699c8f0810555ce9f28ac9c51,approved,False,
960,INV-202601-000960,1065.0,44,5,924525.32,2026-01-01,2026-01-31,Cloned hybrid migration,93ab9f209231a0730d839edb59ec2bc6,paid,False,
961,INV-202512-000961,1066.0,44,1,516123.13,2025-12-15,2026-01-14,Organic explicit protocol,20a0f020ffc5629e29958fa2a3db18b6,approved,True,dilution
962,INV-202508-000962,1067.0,44,5,782404.27,2025-08-16,2025-09-15,Vision-oriented incremental benchmark,99e6e54fb250ef464fb1ed650b9f5e85,paid,False,
963,INV-202505-000963,1070.0,63,5,222998.52,2025-05-25,2025-06-24,Universal 3rdgeneration info-mediaries,30cb086f74209cc6c2335de54d5c4dde,approved,False,
964,INV-202512-000964,1071.0,63,4,51793.67,2025-12-31,2026-01-30,Business-focused heuristic capacity,5c62886e12c43d41a858b6bef15447bd,approved,False,
965,INV-202506-000965,1072.0,63,2,351351.16,2025-06-24,2025-07-24,Re-contextualized analyzing project,c3b33c58cebd488ca4b7b1c48054cbfc,paid,False,
966,INV-202508-000966,1073.0,63,7,82630.29,2025-08-24,2025-09-23,Secured directional support,7b110ac93e155e418b33982b81ff0a22,approved,False,
967,INV-202511-000967,1074.0,63,4,424049.62,2025-11-12,2025-12-12,Balanced disintermediate benchmark,dad10b288eded1ee130afb1a3e62f566,approved,False,
968,INV-202505-000968,1075.0,63,2,122783.34,2025-05-18,2025-06-17,Versatile hybrid encoding,ff7a4ec8d2e65ffabf31635e74fe2ecd,approved,False,
969,INV-202603-000969,1077.0,63,7,125313.08,2026-03-05,2026-04-04,Stand-alone uniform project,75dce1c68db972f9150485a8f98707a4,approved,False,
970,INV-202510-000970,1078.0,63,6,252878.68,2025-10-09,2025-11-08,Profit-focused 24hour moratorium,de187384be9999cb68ecc75ebe7bbcc3,approved,False,
971,INV-202601-000971,1079.0,63,8,160538.68,2026-01-02,2026-02-01,Integrated composite help-desk,9579eaf03b3966782349d82f72660f05,approved,False,
972,INV-202506-000972,1080.0,63,4,201783.04,2025-06-27,2025-07-27,Stand-alone interactive adapter,bb95f7d539aa416e226e352e35992a6d,approved,False,
973,INV-202509-000973,1081.0,63,6,344405.31,2025-09-25,2025-10-25,Customer-focused directional alliance,91ce355b0a60e84d97a9a19e37e306ee,approved,False,
974,INV-202509-000974,1082.0,63,2,452815.83,2025-09-25,2025-10-25,Configurable background function,e037dfc338ad5d8ffecc0a4752d46fe5,approved,False,
975,INV-202603-000975,1083.0,63,1,462034.38,2026-03-08,2026-04-07,Implemented zero administration analyzer,cb0f6b9fa4c56237feffc50443f14e6c,approved,False,
976,INV-202512-000976,1084.0,63,2,265084.69,2025-12-05,2026-01-04,Assimilated fault-tolerant budgetary management,793250e3b7aebcc824831c43adc22f62,approved,False,
977,INV-202504-000977,1086.0,47,3,1332395.91,2025-04-16,2025-05-16,Future-proofed reciprocal time-frame,d8113bf9fcf327e54b5ed86bf5d8f35b,approved,False,
978,INV-202504-000978,1088.0,47,6,914106.55,2025-04-28,2025-05-28,Ameliorated eco-centric workforce,8a0b278bfec8a34902fd621f2c4cd5b5,paid,False,
979,INV-202509-000979,1089.0,47,5,779802.95,2025-09-08,2025-10-08,Virtual systematic groupware,92bc2bb4496f3e0e388159fed12f3a85,approved,False,
980,INV-202508-000980,1090.0,47,1,391248.23,2025-08-19,2025-09-18,Public-key coherent strategy,80110ef46c7710360f6ef729aa8cd8de,paid,False,
981,INV-202601-000981,1091.0,47,3,544492.16,2026-01-29,2026-02-28,Synergized content-based hierarchy,88d388bd6ca21b7ede00f341d483e631,approved,False,
982,INV-202602-000982,1092.0,47,5,410603.43,2026-02-04,2026-03-06,Reduced bandwidth-monitored collaboration,e0acfa0f5ff909ecaa5a9d8839eccdcc,paid,False,
983,INV-202507-000983,1093.0,47,2,202831.01,2025-07-14,2025-08-13,Synergistic web-enabled project,7c38bcbd22e83685cb2cfa450a233902,paid,False,
984,INV-202507-000984,1094.0,77,5,520074.53,2025-07-13,2025-08-12,Pre-emptive content-based software,ee956435aa43fab487c7807da56ec2cf,approved,False,
985,INV-202512-000985,1095.0,77,2,674117.26,2025-12-10,2026-01-09,Multi-channeled bottom-line intranet,2b2527cd39f666e1f3577e5fe240eeb7,paid,False,
986,INV-202602-000986,1096.0,77,1,346712.31,2026-02-19,2026-03-21,Upgradable tangible success,d9e07c8f84979f2b74d37bab0f01d279,approved,False,
987,INV-202508-000987,1097.0,77,8,2351950.66,2025-08-02,2025-09-01,Multi-channeled next generation hardware,81ac312337d5a1f4f6a39c5eedaf7c1b,paid,False,
988,INV-202510-000988,1098.0,77,5,2542506.01,2025-10-06,2025-11-05,Organized global alliance,72f4a18ad8194e77ca9ec7b0e15286db,approved,False,
989,INV-202505-000989,1099.0,77,5,807669.26,2025-05-23,2025-06-22,Persevering directional utilization,0740ec7f2edae2918df71fdb3045dee7,approved,False,
990,INV-202506-000990,1100.0,77,3,3030092.29,2025-06-25,2025-07-25,Reverse-engineered bi-directional info-mediaries,fc0d7b67583fa88e2712ea1b9785a0ee,approved,False,
991,INV-202505-000991,1101.0,77,2,2891395.87,2025-05-04,2025-06-03,Up-sized client-server analyzer,71076331706a5b4de08fafb97f9423bc,approved,False,
992,INV-202504-000992,1102.0,77,3,2438828.02,2025-04-20,2025-05-20,Extended hybrid analyzer,ece4e87f9a5491676d16874e93467117,approved,False,
993,INV-202510-000993,1103.0,77,6,890803.21,2025-10-04,2025-11-03,Ameliorated needs-based standardization,ec89df2336bc7602ac2a9dc6f2e0d3e1,paid,False,
994,INV-202507-000994,1104.0,42,7,328311.39,2025-07-11,2025-08-10,Cross-platform heuristic focus group,6619ed577d3352027fc3eb555d96def6,approved,False,
995,INV-202601-000995,1106.0,42,5,513553.35,2026-01-30,2026-03-01,Streamlined bifurcated monitoring,5f2291193fde07fbb38da9a8fafcea80,approved,False,
996,INV-202508-000996,1107.0,42,6,429212.08,2025-08-03,2025-09-02,Assimilated exuding functionalities,04b2feabcea6a176ac8d6674ba68e6b1,approved,False,
997,INV-202601-000997,1108.0,42,1,326763.55,2026-01-25,2026-02-24,Fundamental static instruction set,d64add3af309638854dfac2976a2f481,approved,False,
998,INV-202512-000998,1109.0,42,7,349641.84,2025-12-13,2026-01-12,Decentralized content-based framework,7329cb2756c1b012d834011846043fce,approved,False,
999,INV-202601-000999,1110.0,42,7,690363.77,2026-01-18,2026-02-17,Mandatory bifurcated collaboration,c602e04d9c31b2873c2c82b7d42ffeb5,approved,False,
1000,INV-202505-001000,1111.0,42,7,182273.38,2025-05-29,2025-06-28,De-engineered 3rdgeneration Local Area Network,62c7b298daf4cd6f282ce6421f0038f5,approved,False,
1001,INV-202509-001001,1113.0,42,3,333496.63,2025-09-02,2025-10-02,User-friendly tangible frame,2b193719e36825c6077a0bac7684e8d0,approved,False,
1002,INV-202508-001002,1114.0,42,5,669248.94,2025-08-14,2025-09-13,Cross-platform didactic utilization,9da761b24da2a86365dd118ca661de8f,approved,False,
1003,INV-202503-001003,1115.0,42,6,739168.13,2025-03-18,2025-04-17,Public-key 5thgeneration framework,c11a78adff69de6115db4fd903ecb395,approved,False,
1004,INV-202601-001004,1116.0,83,8,1686689.45,2026-01-01,2026-01-31,Triple-buffered clear-thinking protocol,8afabb9c72bc71a395cef3806efb2f74,approved,False,
1005,INV-202507-001005,1118.0,83,1,1116919.63,2025-07-31,2025-08-30,Diverse 24/7 moderator,c4acaec18e53a6f14719c11b1f0a000a,approved,False,
1006,INV-202602-001006,1119.0,83,6,989198.81,2026-02-24,2026-03-26,Balanced neutral process improvement,bebe5aa4058eb10237f507560a37c026,approved,False,
1007,INV-202507-001007,1120.0,83,4,650426.1,2025-07-07,2025-08-06,Down-sized asynchronous leverage,ecff854214883d6ce7c6ed4511b01ba8,approved,False,
1008,INV-202511-001008,1121.0,83,5,2244309.73,2025-11-25,2025-12-25,Synergistic fault-tolerant service-desk,be363c2364f09289a84321b1db7a0777,paid,False,
1009,INV-202601-001009,1122.0,83,4,1601940.57,2026-01-01,2026-01-31,Intuitive eco-centric info-mediaries,cbc22cce758162ebb96ad766427cc9cc,approved,False,
1010,INV-202508-001010,1123.0,85,1,1292658.7,2025-08-01,2025-08-31,Synchronized foreground projection,b23bdd47bd532a524bdf1e6c9da741c3,paid,False,
1011,INV-202506-001011,1125.0,85,8,732617.64,2025-06-25,2025-07-25,Profound local analyzer,6c26c204f2c3bfc7c44711e5e4cbe477,approved,False,
1012,INV-202602-001012,1126.0,85,2,1866952.74,2026-02-05,2026-03-07,Operative actuating encryption,b1e3c387834faacde8ad84e0bd9276fe,paid,False,
1013,INV-202511-001013,1127.0,85,8,665380.27,2025-11-06,2025-12-06,Function-based global firmware,87505d879a1997a1712226e9a5b1074e,paid,False,
1014,INV-202507-001014,1128.0,85,4,1604032.54,2025-07-14,2025-08-13,Diverse actuating protocol,3ae19a1a9169961b7ea549c894d6528f,paid,False,
1015,INV-202506-001015,1129.0,85,1,1999258.82,2025-06-03,2025-07-03,Synchronized optimizing installation,f940e28da025f7054b09dc37ec02cc6e,approved,False,
1016,INV-202509-001016,1130.0,85,7,996290.49,2025-09-12,2025-10-12,Reduced eco-centric workforce,b6e6392abc28a116a45902a140db23bb,approved,False,
1017,INV-202508-001017,1131.0,85,4,909714.87,2025-08-22,2025-09-21,Automated global portal,3dd656a9f9b9bc7c22a58e10188927be,paid,False,
1018,INV-202512-001018,1132.0,85,1,460475.47,2025-12-12,2026-01-11,Streamlined methodical contingency,f214fbc7a8f45f9dc48f7c1cab81d2ae,approved,False,
1019,INV-202507-001019,1133.0,85,7,1309418.38,2025-07-01,2025-07-31,Programmable maximized artificial intelligence,153c153f8aff83dab315b9f9f34ee7ef,approved,False,
1020,INV-202508-001020,1134.0,85,5,398589.61,2025-08-04,2025-09-03,Open-source dedicated open system,2ebc75ad1311360919a1570afcb977ee,paid,False,
1021,INV-202601-001021,1135.0,85,4,1514530.62,2026-01-18,2026-02-17,Synergistic full-range alliance,ca2e26ea48fb77996e0ce6994ee3fd85,paid,False,
1022,INV-202508-001022,1136.0,85,2,1819668.82,2025-08-22,2025-09-21,Face-to-face optimizing process improvement,1596ee35f6f8b791775014741209658a,approved,False,
1023,INV-202510-001023,1138.0,58,3,1442046.59,2025-10-08,2025-11-07,Realigned real-time orchestration,156b56d65cb7ed50908321b8298bd56d,paid,False,
1024,INV-202504-001024,1139.0,58,7,1150625.31,2025-04-04,2025-05-04,Total tertiary matrix,49c3c447907c181ed98ab5a39ce7cd09,approved,False,
1025,INV-202508-001025,1140.0,58,8,708579.08,2025-08-23,2025-09-22,User-centric disintermediate secured line,86cc6660304ee140bb90e9e64a9fe3c6,approved,False,
1026,INV-202508-001026,1141.0,58,5,1426492.99,2025-08-12,2025-09-11,Right-sized tertiary initiative,15f2212b5a5e52959201f45146ba206d,approved,False,
1027,INV-202512-001027,1142.0,58,7,1667464.85,2025-12-09,2026-01-08,Total global contingency,a5084fcc6754fdb43a2fa08e66438c59,approved,False,
1028,INV-202507-001028,1144.0,58,2,2002548.61,2025-07-03,2025-08-02,Fundamental bifurcated complexity,a8bafdc46de7d7ce9af6e2b850ec7427,approved,False,
1029,INV-202511-001029,1145.0,58,2,605057.82,2025-11-04,2025-12-04,Phased uniform core,2878be992a703689dae9bbd4018872c1,approved,False,
1030,INV-202512-001030,1147.0,44,1,2454466.07,2025-12-28,2026-01-27,Upgradable client-driven open system,3a75a83cb7855d828aa54a55015a93d2,approved,False,
1031,INV-202512-001031,1148.0,44,5,1031105.37,2025-12-27,2026-01-26,Re-engineered bandwidth-monitored synergy,b15f46854a2386b9b02a8ca0ce85c0b4,approved,False,
1032,INV-202503-001032,1149.0,44,2,1435828.44,2025-03-21,2025-04-20,Reactive optimizing project,1b9a9dd22ab4fa59c041b5f3ee227a9a,paid,False,
1033,INV-202510-001033,1150.0,44,8,3098887.65,2025-10-03,2025-11-02,Extended asynchronous array,83661678d66744910a5be0b11ca6aaa3,paid,False,
1034,INV-202506-001034,1151.0,44,5,4426166.38,2025-06-04,2025-07-04,Virtual analyzing task-force,c8f7193460dde05b5399522c086cb002,approved,False,
1035,INV-202512-001035,1152.0,50,3,1107707.16,2025-12-26,2026-01-25,Multi-tiered content-based concept,00adcc67a6562a0256870636935e3196,approved,False,
1036,INV-202508-001036,1153.0,50,5,565905.67,2025-08-03,2025-09-02,Right-sized bifurcated application,60b38f52fe0d827481f8835480d37533,approved,True,dilution
1037,INV-202509-001037,1155.0,67,2,570978.21,2025-09-04,2025-10-04,Quality-focused impactful encryption,a987aa8f7d93544d9a77678f274d4f6c,approved,False,
1038,INV-202603-001038,1156.0,67,4,969778.77,2026-03-11,2026-04-10,User-friendly foreground product,6daaf82a9b5d3c9f51e83867cb5b92b9,paid,False,
1039,INV-202510-001039,1158.0,67,6,457989.94,2025-10-22,2025-11-21,Reverse-engineered needs-based moratorium,f1cb6495ea871d5d9b6a13a4e544c251,approved,False,
1040,INV-202601-001040,1159.0,67,7,916909.98,2026-01-25,2026-02-24,Team-oriented systemic portal,a99f0143783857ba6e0cfe641f8e7902,approved,False,
1041,INV-202509-001041,1160.0,67,8,1501382.84,2025-09-11,2025-10-11,Switchable eco-centric info-mediaries,abbba1abd27f5f73d0ea3feee0581209,paid,False,
1042,INV-202507-001042,1161.0,67,4,1141238.35,2025-07-18,2025-08-17,Synchronized motivating alliance,9f174365653fe244e19e2fc3315dfd1b,paid,False,
1043,INV-202601-001043,1162.0,67,6,1479810.89,2026-01-28,2026-02-27,Expanded national algorithm,5278365e77c9ccabe46ee8951ac967a1,approved,False,
1044,INV-202509-001044,1163.0,67,8,703642.1,2025-09-07,2025-10-07,User-centric high-level groupware,04a9e4ea08f84bab675bf5568f4885ec,approved,False,
1045,INV-202510-001045,1164.0,67,6,401549.99,2025-10-21,2025-11-20,Integrated fresh-thinking strategy,87a1206004714e7434ad0f6528e424ae,approved,False,
1046,INV-202505-001046,1165.0,67,6,1138180.09,2025-05-15,2025-06-14,Inverse even-keeled concept,00078509ffeca89fe2e23bef5c7a2228,paid,False,
1047,INV-202602-001047,1166.0,58,2,559218.57,2026-02-10,2026-03-12,Realigned tertiary neural-net,2ad8ee83111843383adb7ba40347027b,paid,False,
1048,INV-202601-001048,1167.0,58,6,1472614.81,2026-01-29,2026-02-28,Balanced 6thgeneration instruction set,0758a3e5cdccc8c8f5c31b5f4071df30,approved,False,
1049,INV-202508-001049,1168.0,58,6,336420.35,2025-08-08,2025-09-07,Future-proofed neutral software,19c79c99fb2555adb9cac215ce5fdc9c,approved,False,
1050,INV-202601-001050,1169.0,58,5,280866.86,2026-01-02,2026-02-01,Organic solution-oriented standardization,2afc097157ba7269f50e667baa6fa5aa,approved,False,
1051,INV-202508-001051,1170.0,58,5,262237.91,2025-08-24,2025-09-23,Persistent explicit hardware,a0c42159dcd7b8a2ae252b72be325bbc,approved,False,
1052,INV-202506-001052,1171.0,58,3,2211687.84,2025-06-05,2025-07-05,Polarized impactful portal,6168b16f479d046347b2f7c61cd79e9d,approved,False,
1053,INV-202505-001053,1172.0,54,2,307908.1,2025-05-05,2025-06-04,Balanced 24hour info-mediaries,30cbb904c421faf6128d0b7b4c1d6604,paid,False,
1054,INV-202510-001054,1173.0,54,5,633676.02,2025-10-23,2025-11-22,Organic maximized challenge,6f8e6c1cecc5cdd8f1d9d184a861929c,approved,False,
1055,INV-202509-001055,1174.0,54,2,955653.98,2025-09-18,2025-10-18,Integrated homogeneous database,21b904c5b00869e4c4cadae5456683e3,approved,False,
1056,INV-202603-001056,1176.0,54,6,641857.72,2026-03-22,2026-04-21,Assimilated mission-critical help-desk,a63c4e732262c3cab676b2f4f25ebe00,approved,False,
1057,INV-202508-001057,1177.0,73,6,1821041.78,2025-08-27,2025-09-26,User-centric client-driven software,5473cf71915777d0140b7218caab8846,approved,False,
1058,INV-202507-001058,1178.0,73,4,1026305.8,2025-07-25,2025-08-24,Operative value-added productivity,d2a813764b209b21c9b7f40ae66fc3b1,paid,False,
1059,INV-202507-001059,1179.0,73,5,272364.85,2025-07-28,2025-08-27,Managed explicit approach,a3e526b4a2690d58bb390292940fe3b3,approved,False,
1060,INV-202503-001060,1180.0,48,2,866143.5,2025-03-28,2025-04-27,Synchronized background matrices,30009eff0c82ce29a39939c44eacb5fd,paid,False,
1061,INV-202509-001061,1182.0,48,5,1092319.79,2025-09-20,2025-10-20,Synchronized 5thgeneration instruction set,14bf1873602f79d83f463e73a1c1fe2d,approved,False,
1062,INV-202603-001062,1183.0,48,1,649475.08,2026-03-21,2026-04-20,Visionary actuating neural-net,1db07e5dcf4f75889480260f716b9eec,approved,False,
